,STATION,NAME,DATE,LATITUDE,LONGITUDE,EMNT
9,USC00394671,"LADNER 9 SW, SD US",2017,45.7733,-103.8789,-31.7
10,USC00394671,"LADNER 9 SW, SD US",2018,45.7733,-103.8789,-36.1
23,USC00394766,"LAKE SHARPE PROJECT, SD US",2014,44.0644,-99.4602,-29.4
24,USC00394766,"LAKE SHARPE PROJECT, SD US",2015,44.0644,-99.4602,-25.0
25,USC00394766,"LAKE SHARPE PROJECT, SD US",2016,44.0644,-99.4602,-33.3
27,USC00394766,"LAKE SHARPE PROJECT, SD US",2018,44.0644,-99.4602,-33.9
103,USC00394834,"LEAD, SD US",2014,44.3544,-103.7431,-26.1
104,USC00394834,"LEAD, SD US",2015,44.3544,-103.7431,-21.1
105,USC00394834,"LEAD, SD US",2016,44.3544,-103.7431,-27.8
106,USC00394834,"LEAD, SD US",2017,44.3544,-103.7431,-26.7
107,USC00394834,"LEAD, SD US",2018,44.3544,-103.7431,-24.4
108,USC00394834,"LEAD, SD US",2019,44.3544,-103.7431,-27.8
7,USC00394893,"LEOLA SDSU, SD US",2016,45.71869,-98.9384,-33.3
8,USC00394893,"LEOLA SDSU, SD US",2017,45.71869,-98.9384,-31.7
9,USC00394893,"LEOLA SDSU, SD US",2018,45.71869,-98.9384,-31.1
93,USC00394864,"LEMMON, SD US",2014,45.9397,-102.1575,-28.3
94,USC00394864,"LEMMON, SD US",2015,45.9397,-102.1575,-26.1
95,USC00394864,"LEMMON, SD US",2016,45.9397,-102.1575,-26.7
96,USC00394864,"LEMMON, SD US",2017,45.9397,-102.1575,-33.3
97,USC00394864,"LEMMON, SD US",2018,45.9397,-102.1575,-33.3
98,USC00394864,"LEMMON, SD US",2019,45.9397,-102.1575,-31.1
7,USC00394956,"LODGEPOLE 5 SW, SD US",2014,45.7475,-102.7969,-33.3
9,USC00394956,"LODGEPOLE 5 SW, SD US",2016,45.7475,-102.7969,-32.2
12,USC00394956,"LODGEPOLE 5 SW, SD US",2019,45.7475,-102.7969,-36.1
88,USC00395048,"LUDLOW 3 SSE, SD US",2014,45.7849,-103.3719,-31.7
48,USC00395090,"MADISON 2 SE, SD US",2014,43.9905,-97.09228,-29.4
49,USC00395090,"MADISON 2 SE, SD US",2015,43.9905,-97.09228,-28.9
50,USC00395090,"MADISON 2 SE, SD US",2016,43.9905,-97.09228,-35.0
51,USC00395090,"MADISON 2 SE, SD US",2017,43.9905,-97.09228,-30.6
52,USC00395090,"MADISON 2 SE, SD US",2018,43.9905,-97.09228,-33.3
53,USC00395090,"MADISON 2 SE, SD US",2019,43.9905,-97.09228,-35.6
65,USC00395281,"MARTIN, SD US",2014,43.1802,-101.7386,-28.9
39,USC00395325,"MAURINE 12 SW, SD US",2014,44.865590000000005,-102.56571,-34.4
40,USC00395325,"MAURINE 12 SW, SD US",2015,44.865590000000005,-102.56571,-30.0
42,USC00395325,"MAURINE 12 SW, SD US",2017,44.865590000000005,-102.56571,-33.9
43,USC00395325,"MAURINE 12 SW, SD US",2018,44.865590000000005,-102.56571,-38.3
6,USC00395360,"SALEM 5 NE, SD US",2014,43.74475,-97.30814000000001,-28.9
7,USC00395360,"SALEM 5 NE, SD US",2015,43.74475,-97.30814000000001,-27.2
8,USC00395360,"SALEM 5 NE, SD US",2016,43.74475,-97.30814000000001,-34.4
9,USC00395360,"SALEM 5 NE, SD US",2017,43.74475,-97.30814000000001,-32.2
10,USC00395360,"SALEM 5 NE, SD US",2018,43.74475,-97.30814000000001,-35.0
11,USC00395360,"SALEM 5 NE, SD US",2019,43.74475,-97.30814000000001,-33.3
84,USC00395381,"MC INTOSH 6 SE, SD US",2014,45.83825,-101.27683,-28.9
85,USC00395381,"MC INTOSH 6 SE, SD US",2015,45.83825,-101.27683,-26.1
86,USC00395381,"MC INTOSH 6 SE, SD US",2016,45.83825,-101.27683,-31.7
87,USC00395381,"MC INTOSH 6 SE, SD US",2017,45.83825,-101.27683,-33.3
88,USC00395381,"MC INTOSH 6 SE, SD US",2018,45.83825,-101.27683,-35.0
89,USC00395381,"MC INTOSH 6 SE, SD US",2019,45.83825,-101.27683,-32.2
49,USC00395406,"MC LAUGHLIN, SD US",2019,45.813390000000005,-100.80719,-35.0
106,USC00395481,"MENNO, SD US",2014,43.2358,-97.5713,-30.0
107,USC00395481,"MENNO, SD US",2015,43.2358,-97.5713,-25.6
108,USC00395481,"MENNO, SD US",2016,43.2358,-97.5713,-32.8
109,USC00395481,"MENNO, SD US",2017,43.2358,-97.5713,-28.3
110,USC00395481,"MENNO, SD US",2018,43.2358,-97.5713,-36.1
111,USC00395481,"MENNO, SD US",2019,43.2358,-97.5713,-28.9
113,USC00395456,"MELLETTE 4 W, SD US",2014,45.155,-98.5826,-31.7
114,USC00395456,"MELLETTE 4 W, SD US",2015,45.155,-98.5826,-28.9
115,USC00395456,"MELLETTE 4 W, SD US",2016,45.155,-98.5826,-40.6
4,USC00395531,"MILBANK, SD US",2014,45.22668,-96.62339,-30.6
5,USC00395531,"MILBANK, SD US",2015,45.22668,-96.62339,-26.1
6,USC00395531,"MILBANK, SD US",2016,45.22668,-96.62339,-31.7
7,USC00395531,"MILBANK, SD US",2017,45.22668,-96.62339,-31.1
8,USC00395531,"MILBANK, SD US",2018,45.22668,-96.62339,-31.1
9,USC00395531,"MILBANK, SD US",2019,45.22668,-96.62339,-35.6
71,USC00395544,"MILESVILLE 5 NE, SD US",2014,44.5171,-101.6184,-32.2
72,USC00395544,"MILESVILLE 5 NE, SD US",2015,44.5171,-101.6184,-26.1
75,USC00395544,"MILESVILLE 5 NE, SD US",2019,44.5171,-101.6184,-31.7
109,USC00395561,"MILLER, SD US",2015,44.5177,-98.98148,-27.2
110,USC00395561,"MILLER, SD US",2016,44.5177,-98.98148,-31.1
111,USC00395561,"MILLER, SD US",2017,44.5177,-98.98148,-30.6
112,USC00395561,"MILLER, SD US",2018,44.5177,-98.98148,-32.2
113,USC00395561,"MILLER, SD US",2019,44.5177,-98.98148,-31.7
62,USC00395638,"MISSION 14 S, SD US",2014,43.1123,-100.6111,-30.0
63,USC00395638,"MISSION 14 S, SD US",2015,43.1123,-100.6111,-24.4
64,USC00395638,"MISSION 14 S, SD US",2016,43.1123,-100.6111,-29.4
65,USC00395638,"MISSION 14 S, SD US",2017,43.1123,-100.6111,-28.3
66,USC00395638,"MISSION 14 S, SD US",2018,43.1123,-100.6111,-28.9
67,USC00395638,"MISSION 14 S, SD US",2019,43.1123,-100.6111,-27.8
5,USC00395648,"MISSION RIDGE 5 NW, SD US",2014,44.73417,-100.80407,-28.3
6,USC00395648,"MISSION RIDGE 5 NW, SD US",2015,44.73417,-100.80407,-23.3
7,USC00395648,"MISSION RIDGE 5 NW, SD US",2016,44.73417,-100.80407,-28.9
11,USC00395669,"MITCHELL, SD US",2014,43.76439,-98.07139000000001,-27.2
12,USC00395669,"MITCHELL, SD US",2015,43.76439,-98.07139000000001,-23.3
13,USC00395669,"MITCHELL, SD US",2016,43.76439,-98.07139000000001,-30.0
88,USC00395691,"MOBRIDGE 2 NNW, SD US",2014,45.5655,-100.4488,-27.8
89,USC00395691,"MOBRIDGE 2 NNW, SD US",2015,45.5655,-100.4488,-26.7
91,USC00395691,"MOBRIDGE 2 NNW, SD US",2017,45.5655,-100.4488,-31.7
92,USC00395691,"MOBRIDGE 2 NNW, SD US",2018,45.5655,-100.4488,-31.7
93,USC00395691,"MOBRIDGE 2 NNW, SD US",2019,45.5655,-100.4488,-32.2
52,USC00395870,"MOUNT RUSHMORE NATIONAL MEMORIAL, SD US",2014,43.8769,-103.4578,-26.7
53,USC00395870,"MOUNT RUSHMORE NATIONAL MEMORIAL, SD US",2015,43.8769,-103.4578,-20.6
54,USC00395870,"MOUNT RUSHMORE NATIONAL MEMORIAL, SD US",2016,43.8769,-103.4578,-25.6
55,USC00395870,"MOUNT RUSHMORE NATIONAL MEMORIAL, SD US",2017,43.8769,-103.4578,-26.1
56,USC00395870,"MOUNT RUSHMORE NATIONAL MEMORIAL, SD US",2018,43.8769,-103.4578,-23.9
57,USC00395870,"MOUNT RUSHMORE NATIONAL MEMORIAL, SD US",2019,43.8769,-103.4578,-25.0
94,USC00395891,"MURDO, SD US",2014,43.8878,-100.7075,-26.7
95,USC00395891,"MURDO, SD US",2015,43.8878,-100.7075,-22.2
96,USC00395891,"MURDO, SD US",2016,43.8878,-100.7075,-31.7
97,USC00395891,"MURDO, SD US",2017,43.8878,-100.7075,-28.9
98,USC00395891,"MURDO, SD US",2018,43.8878,-100.7075,-29.4
99,USC00395891,"MURDO, SD US",2019,43.8878,-100.7075,-27.2
91,USC00396054,"NEWELL, SD US",2014,44.71371,-103.42584000000001,-30.0
92,USC00396054,"NEWELL, SD US",2015,44.71371,-103.42584000000001,-28.3
93,USC00396054,"NEWELL, SD US",2016,44.71371,-103.42584000000001,-36.1
94,USC00396054,"NEWELL, SD US",2017,44.71371,-103.42584000000001,-31.1
95,USC00396054,"NEWELL, SD US",2018,44.71371,-103.42584000000001,-31.1
96,USC00396054,"NEWELL, SD US",2019,44.71371,-103.42584000000001,-28.9
102,USC00396212,"OELRICHS, SD US",2014,43.1878,-103.2371,-27.2
103,USC00396212,"OELRICHS, SD US",2015,43.1878,-103.2371,-25.6
104,USC00396212,"OELRICHS, SD US",2016,43.1878,-103.2371,-28.3
105,USC00396212,"OELRICHS, SD US",2017,43.1878,-103.2371,-26.1
107,USC00396212,"OELRICHS, SD US",2019,43.1878,-103.2371,-28.9
86,USC00396292,"ONIDA 4 NW, SD US",2014,44.73234,-100.14479,-29.4
87,USC00396292,"ONIDA 4 NW, SD US",2015,44.73234,-100.14479,-27.2
88,USC00396292,"ONIDA 4 NW, SD US",2016,44.73234,-100.14479,-30.6
89,USC00396292,"ONIDA 4 NW, SD US",2017,44.73234,-100.14479,-34.4
91,USC00396292,"ONIDA 4 NW, SD US",2019,44.73234,-100.14479,-31.7
42,USC00396304,"ORAL, SD US",2014,43.4033,-103.2683,-27.8
43,USC00396304,"ORAL, SD US",2015,43.4033,-103.2683,-24.4
44,USC00396304,"ORAL, SD US",2016,43.4033,-103.2683,-36.1
45,USC00396304,"ORAL, SD US",2017,43.4033,-103.2683,-29.4
46,USC00396304,"ORAL, SD US",2018,43.4033,-103.2683,-31.1
47,USC00396304,"ORAL, SD US",2019,43.4033,-103.2683,-30.6
55,USC00396427,"PACTOLA DAM, SD US",2014,44.0622,-103.4819,-32.2
56,USC00396427,"PACTOLA DAM, SD US",2015,44.0622,-103.4819,-24.4
57,USC00396427,"PACTOLA DAM, SD US",2016,44.0622,-103.4819,-28.9
58,USC00396427,"PACTOLA DAM, SD US",2017,44.0622,-103.4819,-27.8
59,USC00396427,"PACTOLA DAM, SD US",2018,44.0622,-103.4819,-28.3
60,USC00396427,"PACTOLA DAM, SD US",2019,44.0622,-103.4819,-28.9
65,USC00396574,"PICKSTOWN, SD US",2015,43.0688,-98.5325,-23.3
66,USC00396574,"PICKSTOWN, SD US",2016,43.0688,-98.5325,-28.3
0,USC00396575,"PICKSTOWN 4 SSW, SD US",2018,43.017720000000004,-98.55833,-30.0
1,USC00396575,"PICKSTOWN 4 SSW, SD US",2019,43.017720000000004,-98.55833,-27.2
24,USC00396636,"PLAINVIEW 6 SSW, SD US",2014,44.5169,-102.2152,-32.2
103,USC00396712,"POLLOCK, SD US",2014,45.90338,-100.28765,-30.6
104,USC00396712,"POLLOCK, SD US",2015,45.90338,-100.28765,-30.0
105,USC00396712,"POLLOCK, SD US",2016,45.90338,-100.28765,-36.1
106,USC00396712,"POLLOCK, SD US",2017,45.90338,-100.28765,-34.4
107,USC00396712,"POLLOCK, SD US",2018,45.90338,-100.28765,-33.9
108,USC00396712,"POLLOCK, SD US",2019,45.90338,-100.28765,-39.4
52,USC00396947,"RAPID CITY 4 NW, SD US",2014,44.12055,-103.28416999999999,-27.2
53,USC00396947,"RAPID CITY 4 NW, SD US",2015,44.12055,-103.28416999999999,-22.8
54,USC00396947,"RAPID CITY 4 NW, SD US",2016,44.12055,-103.28416999999999,-28.3
55,USC00396947,"RAPID CITY 4 NW, SD US",2017,44.12055,-103.28416999999999,-28.3
56,USC00396947,"RAPID CITY 4 NW, SD US",2018,44.12055,-103.28416999999999,-27.2
57,USC00396947,"RAPID CITY 4 NW, SD US",2019,44.12055,-103.28416999999999,-28.3
18,USC00396948,"RAPID CITY WEATHER FORECAST OFFICE, SD US",2014,44.0727,-103.2108,-26.7
19,USC00396948,"RAPID CITY WEATHER FORECAST OFFICE, SD US",2015,44.0727,-103.2108,-20.6
20,USC00396948,"RAPID CITY WEATHER FORECAST OFFICE, SD US",2016,44.0727,-103.2108,-26.1
21,USC00396948,"RAPID CITY WEATHER FORECAST OFFICE, SD US",2017,44.0727,-103.2108,-27.2
22,USC00396948,"RAPID CITY WEATHER FORECAST OFFICE, SD US",2018,44.0727,-103.2108,-27.8
23,USC00396948,"RAPID CITY WEATHER FORECAST OFFICE, SD US",2019,44.0727,-103.2108,-25.6
11,USC00396969,"RAUVILLE 2 W, SD US",2014,44.973290000000006,-97.14941,-33.3
12,USC00396969,"RAUVILLE 2 W, SD US",2015,44.973290000000006,-97.14941,-28.9
13,USC00396969,"RAUVILLE 2 W, SD US",2016,44.973290000000006,-97.14941,-36.7
14,USC00396969,"RAUVILLE 2 W, SD US",2017,44.973290000000006,-97.14941,-33.9
16,USC00396969,"RAUVILLE 2 W, SD US",2019,44.973290000000006,-97.14941,-37.2
63,USC00397073,"RED OWL, SD US",2014,44.6981,-102.5608,-34.4
64,USC00397073,"RED OWL, SD US",2015,44.6981,-102.5608,-27.8
66,USC00397073,"RED OWL, SD US",2018,44.6981,-102.5608,-38.3
61,USC00397277,"ROSCOE, SD US",2014,45.452690000000004,-99.33588,-28.9
62,USC00397277,"ROSCOE, SD US",2015,45.452690000000004,-99.33588,-27.8
63,USC00397277,"ROSCOE, SD US",2016,45.452690000000004,-99.33588,-30.6
64,USC00397277,"ROSCOE, SD US",2017,45.452690000000004,-99.33588,-33.9
65,USC00397277,"ROSCOE, SD US",2018,45.452690000000004,-99.33588,-34.4
66,USC00397277,"ROSCOE, SD US",2019,45.452690000000004,-99.33588,-33.9
16,USC00397326,"ROY LAKE, SD US",2015,45.70874,-97.43398,-28.9
17,USC00397326,"ROY LAKE, SD US",2016,45.70874,-97.43398,-31.7
19,USC00397326,"ROY LAKE, SD US",2018,45.70874,-97.43398,-28.3
20,USC00397326,"ROY LAKE, SD US",2019,45.70874,-97.43398,-36.1
63,USC00397545,"SELBY, SD US",2014,45.50999,-100.03555,-29.4
64,USC00397545,"SELBY, SD US",2015,45.50999,-100.03555,-27.8
65,USC00397545,"SELBY, SD US",2016,45.50999,-100.03555,-30.6
66,USC00397545,"SELBY, SD US",2017,45.50999,-100.03555,-33.3
67,USC00397545,"SELBY, SD US",2018,45.50999,-100.03555,-33.9
68,USC00397545,"SELBY, SD US",2019,45.50999,-100.03555,-32.2
3,USC00397666,"SIOUX FALLS WEATHER FORECAST OFFICE AIRPORT, SD US",2014,43.5877,-96.73,-27.8
4,USC00397666,"SIOUX FALLS WEATHER FORECAST OFFICE AIRPORT, SD US",2015,43.5877,-96.73,-25.6
5,USC00397666,"SIOUX FALLS WEATHER FORECAST OFFICE AIRPORT, SD US",2016,43.5877,-96.73,-31.7
6,USC00397666,"SIOUX FALLS WEATHER FORECAST OFFICE AIRPORT, SD US",2017,43.5877,-96.73,-28.9
7,USC00397666,"SIOUX FALLS WEATHER FORECAST OFFICE AIRPORT, SD US",2018,43.5877,-96.73,-31.1
8,USC00397666,"SIOUX FALLS WEATHER FORECAST OFFICE AIRPORT, SD US",2019,43.5877,-96.73,-32.2
86,USC00397742,"SISSETON, SD US",2014,45.66565,-97.03933,-30.0
87,USC00397742,"SISSETON, SD US",2015,45.66565,-97.03933,-26.7
88,USC00397742,"SISSETON, SD US",2016,45.66565,-97.03933,-29.4
89,USC00397742,"SISSETON, SD US",2017,45.66565,-97.03933,-30.0
90,USC00397742,"SISSETON, SD US",2018,45.66565,-97.03933,-28.3
91,USC00397742,"SISSETON, SD US",2019,45.66565,-97.03933,-35.0
104,USC00397882,"SPEARFISH, SD US",2014,44.49739,-103.87177,-27.8
105,USC00397882,"SPEARFISH, SD US",2015,44.49739,-103.87177,-20.6
108,USC00397882,"SPEARFISH, SD US",2019,44.49739,-103.87177,-32.8
58,USC00398116,"SUMMIT 1 W, SD US",2014,45.30359,-97.06260999999999,-31.7
59,USC00398116,"SUMMIT 1 W, SD US",2015,45.30359,-97.06260999999999,-28.3
60,USC00398116,"SUMMIT 1 W, SD US",2016,45.30359,-97.06260999999999,-33.3
61,USC00398116,"SUMMIT 1 W, SD US",2017,45.30359,-97.06260999999999,-33.9
62,USC00398116,"SUMMIT 1 W, SD US",2018,45.30359,-97.06260999999999,-31.1
63,USC00398116,"SUMMIT 1 W, SD US",2019,45.30359,-97.06260999999999,-38.9
90,USC00398307,"TIMBER LAKE, SD US",2014,45.4284,-101.0764,-28.3
91,USC00398307,"TIMBER LAKE, SD US",2015,45.4284,-101.0764,-27.2
92,USC00398307,"TIMBER LAKE, SD US",2016,45.4284,-101.0764,-30.6
93,USC00398307,"TIMBER LAKE, SD US",2017,45.4284,-101.0764,-35.0
94,USC00398307,"TIMBER LAKE, SD US",2018,45.4284,-101.0764,-35.6
95,USC00398307,"TIMBER LAKE, SD US",2019,45.4284,-101.0764,-32.2
4,USC00398420,"TURTON, SD US",2017,45.0499,-98.09559,-33.3
5,USC00398420,"TURTON, SD US",2018,45.0499,-98.09559,-36.1
106,USC00398472,"TYNDALL, SD US",2014,42.99179,-97.87021999999999,-27.2
107,USC00398472,"TYNDALL, SD US",2015,42.99179,-97.87021999999999,-24.4
108,USC00398472,"TYNDALL, SD US",2016,42.99179,-97.87021999999999,-30.6
109,USC00398472,"TYNDALL, SD US",2017,42.99179,-97.87021999999999,-27.8
110,USC00398472,"TYNDALL, SD US",2018,42.99179,-97.87021999999999,-32.8
111,USC00398472,"TYNDALL, SD US",2019,42.99179,-97.87021999999999,-27.8
90,USC00398652,"VICTOR 4 N, SD US",2014,45.9202,-96.8308,-31.1
91,USC00398652,"VICTOR 4 N, SD US",2015,45.9202,-96.8308,-27.8
92,USC00398652,"VICTOR 4 N, SD US",2016,45.9202,-96.8308,-31.1
93,USC00398652,"VICTOR 4 N, SD US",2017,45.9202,-96.8308,-31.7
94,USC00398652,"VICTOR 4 N, SD US",2018,45.9202,-96.8308,-31.1
95,USC00398652,"VICTOR 4 N, SD US",2019,45.9202,-96.8308,-37.2
101,USC00398622,"VERMILLION 2 SE, SD US",2014,42.7625,-96.9194,-27.2
102,USC00398622,"VERMILLION 2 SE, SD US",2015,42.7625,-96.9194,-27.2
103,USC00398622,"VERMILLION 2 SE, SD US",2016,42.7625,-96.9194,-32.2
104,USC00398622,"VERMILLION 2 SE, SD US",2017,42.7625,-96.9194,-28.3
105,USC00398622,"VERMILLION 2 SE, SD US",2018,42.7625,-96.9194,-33.3
106,USC00398622,"VERMILLION 2 SE, SD US",2019,42.7625,-96.9194,-28.3
61,USC00398911,"WASTA, SD US",2014,44.06794,-102.44986,-30.6
62,USC00398911,"WASTA, SD US",2016,44.06794,-102.44986,-33.3
63,USC00398911,"WASTA, SD US",2017,44.06794,-102.44986,-28.9
65,USC00398911,"WASTA, SD US",2019,44.06794,-102.44986,-34.4
1,USC00398931,"WATERTOWN 2 S, SD US",2014,44.8696,-97.1155,-30.0
2,USC00398931,"WATERTOWN 2 S, SD US",2015,44.8696,-97.1155,-27.2
3,USC00398931,"WATERTOWN 2 S, SD US",2016,44.8696,-97.1155,-35.0
4,USC00398931,"WATERTOWN 2 S, SD US",2017,44.8696,-97.1155,-32.2
5,USC00398931,"WATERTOWN 2 S, SD US",2018,44.8696,-97.1155,-32.2
60,USC00398980,"WAUBAY NATIONAL WILD LIFE, SD US",2015,45.42474,-97.32698,-28.3
64,USC00398980,"WAUBAY NATIONAL WILD LIFE, SD US",2019,45.42474,-97.32698,-36.7
64,USC00399004,"WEBSTER, SD US",2014,45.333,-97.5227,-31.7
65,USC00399004,"WEBSTER, SD US",2015,45.333,-97.5227,-27.8
66,USC00399004,"WEBSTER, SD US",2016,45.333,-97.5227,-31.7
67,USC00399004,"WEBSTER, SD US",2017,45.333,-97.5227,-31.1
68,USC00399004,"WEBSTER, SD US",2018,45.333,-97.5227,-31.1
69,USC00399004,"WEBSTER, SD US",2019,45.333,-97.5227,-35.0
74,USC00399070,"WESSINGTON SPRINGS, SD US",2016,44.07564,-98.57064,-29.4
75,USC00399070,"WESSINGTON SPRINGS, SD US",2017,44.07564,-98.57064,-28.9
76,USC00399070,"WESSINGTON SPRINGS, SD US",2018,44.07564,-98.57064,-32.2
77,USC00399070,"WESSINGTON SPRINGS, SD US",2019,44.07564,-98.57064,-32.2
89,USC00399232,"WHITE LAKE, SD US",2014,43.68724,-98.67155,-28.3
90,USC00399232,"WHITE LAKE, SD US",2015,43.68724,-98.67155,-25.0
91,USC00399232,"WHITE LAKE, SD US",2016,43.68724,-98.67155,-31.7
92,USC00399232,"WHITE LAKE, SD US",2017,43.68724,-98.67155,-30.6
93,USC00399232,"WHITE LAKE, SD US",2018,43.68724,-98.67155,-33.3
94,USC00399232,"WHITE LAKE, SD US",2019,43.68724,-98.67155,-30.0
66,USC00399337,"WILMOT, SD US",2014,45.40789,-96.86202,-30.0
67,USC00399337,"WILMOT, SD US",2015,45.40789,-96.86202,-26.1
69,USC00399337,"WILMOT, SD US",2017,45.40789,-96.86202,-32.8
70,USC00399337,"WILMOT, SD US",2018,45.40789,-96.86202,-32.8
71,USC00399337,"WILMOT, SD US",2019,45.40789,-96.86202,-35.0
20,USC00399347,"WIND CAVE, SD US",2014,43.55601,-103.47958,-28.3
21,USC00399347,"WIND CAVE, SD US",2015,43.55601,-103.47958,-25.6
22,USC00399347,"WIND CAVE, SD US",2016,43.55601,-103.47958,-30.0
24,USC00399347,"WIND CAVE, SD US",2018,43.55601,-103.47958,-26.1
25,USC00399347,"WIND CAVE, SD US",2019,43.55601,-103.47958,-28.3
5,USC00399355,"WINFRED 2 S, SD US",2015,43.97078,-97.34899999999999,-27.8
86,USC00399367,"WINNER, SD US",2015,43.3686,-99.8402,-23.3
87,USC00399367,"WINNER, SD US",2016,43.3686,-99.8402,-27.2
88,USC00399367,"WINNER, SD US",2017,43.3686,-99.8402,-25.0
89,USC00399367,"WINNER, SD US",2018,43.3686,-99.8402,-33.3
90,USC00399367,"WINNER, SD US",2019,43.3686,-99.8402,-26.7
12,USC00400049,"ALAMO 1 N, TN US",2015,35.7977,-89.1176,-16.7
13,USC00400049,"ALAMO 1 N, TN US",2016,35.7977,-89.1176,-10.6
14,USC00400049,"ALAMO 1 N, TN US",2017,35.7977,-89.1176,-15.6
15,USC00400049,"ALAMO 1 N, TN US",2018,35.7977,-89.1176,-17.8
92,USC00399442,"WOOD, SD US",2014,43.4989,-100.4814,-28.9
93,USC00399442,"WOOD, SD US",2015,43.4989,-100.4814,-25.6
94,USC00399442,"WOOD, SD US",2016,43.4989,-100.4814,-30.0
95,USC00399442,"WOOD, SD US",2017,43.4989,-100.4814,-27.2
96,USC00399442,"WOOD, SD US",2018,43.4989,-100.4814,-35.6
97,USC00399442,"WOOD, SD US",2019,43.4989,-100.4814,-27.8
87,USC00400081,"ALLARDT, TN US",2016,36.3805,-84.8744,-17.2
89,USC00400081,"ALLARDT, TN US",2018,36.3805,-84.8744,-20.0
90,USC00400081,"ALLARDT, TN US",2019,36.3805,-84.8744,-12.8
37,USC00400137,"AMES PLANTATION, TN US",2014,35.1131,-89.2122,-17.2
38,USC00400137,"AMES PLANTATION, TN US",2015,35.1131,-89.2122,-15.6
39,USC00400137,"AMES PLANTATION, TN US",2016,35.1131,-89.2122,-10.6
40,USC00400137,"AMES PLANTATION, TN US",2017,35.1131,-89.2122,-15.6
42,USC00400137,"AMES PLANTATION, TN US",2019,35.1131,-89.2122,-11.1
3,USC00400235,"ARDMORE, TN US",2015,34.9925,-86.85611,-16.1
51,USC00400284,"ATHENS, TN US",2014,35.4322,-84.5833,-18.3
52,USC00400284,"ATHENS, TN US",2015,35.4322,-84.5833,-16.1
53,USC00400284,"ATHENS, TN US",2016,35.4322,-84.5833,-11.7
54,USC00400284,"ATHENS, TN US",2017,35.4322,-84.5833,-13.3
55,USC00400284,"ATHENS, TN US",2018,35.4322,-84.5833,-14.4
56,USC00400284,"ATHENS, TN US",2019,35.4322,-84.5833,-9.4
17,USC00400705,"BIG SANDY, TN US",2014,36.235,-88.0908,-18.3
19,USC00400705,"BIG SANDY, TN US",2016,36.235,-88.0908,-12.2
20,USC00400705,"BIG SANDY, TN US",2017,36.235,-88.0908,-15.6
21,USC00400705,"BIG SANDY, TN US",2018,36.235,-88.0908,-17.8
22,USC00400705,"BIG SANDY, TN US",2019,36.235,-88.0908,-10.6
60,USC00400669,"BETHPAGE 1 S, TN US",2015,36.4583,-86.324,-21.1
61,USC00400669,"BETHPAGE 1 S, TN US",2016,36.4583,-86.324,-13.9
62,USC00400669,"BETHPAGE 1 S, TN US",2017,36.4583,-86.324,-15.0
63,USC00400669,"BETHPAGE 1 S, TN US",2018,36.4583,-86.324,-18.3
108,USC00400876,"BOLIVAR WATER WORKS, TN US",2014,35.2622,-88.9891,-17.2
109,USC00400876,"BOLIVAR WATER WORKS, TN US",2015,35.2622,-88.9891,-15.6
110,USC00400876,"BOLIVAR WATER WORKS, TN US",2016,35.2622,-88.9891,-10.0
111,USC00400876,"BOLIVAR WATER WORKS, TN US",2017,35.2622,-88.9891,-15.0
15,USC00401310,"BYRDSTOWN, TN US",2014,36.58028,-85.12556,-22.8
16,USC00401310,"BYRDSTOWN, TN US",2015,36.58028,-85.12556,-21.1
17,USC00401310,"BYRDSTOWN, TN US",2016,36.58028,-85.12556,-17.8
18,USC00401310,"BYRDSTOWN, TN US",2017,36.58028,-85.12556,-13.9
19,USC00401310,"BYRDSTOWN, TN US",2019,36.58028,-85.12556,-10.6
101,USC00401145,"BROWNSVILLE, TN US",2014,35.5894,-89.2586,-15.0
102,USC00401145,"BROWNSVILLE, TN US",2015,35.5894,-89.2586,-15.0
103,USC00401145,"BROWNSVILLE, TN US",2016,35.5894,-89.2586,-10.0
104,USC00401145,"BROWNSVILLE, TN US",2017,35.5894,-89.2586,-14.4
105,USC00401145,"BROWNSVILLE, TN US",2018,35.5894,-89.2586,-15.6
16,USC00401352,"CAMDEN, TN US",2014,36.0519,-88.0828,-16.7
17,USC00401352,"CAMDEN, TN US",2015,36.0519,-88.0828,-15.6
18,USC00401352,"CAMDEN, TN US",2016,36.0519,-88.0828,-10.0
19,USC00401352,"CAMDEN, TN US",2017,36.0519,-88.0828,-13.9
20,USC00401352,"CAMDEN, TN US",2018,36.0519,-88.0828,-15.6
21,USC00401352,"CAMDEN, TN US",2019,36.0519,-88.0828,-9.4
110,USC00401480,"CARTHAGE, TN US",2014,36.2455,-85.945,-18.3
111,USC00401480,"CARTHAGE, TN US",2015,36.2455,-85.945,-17.8
112,USC00401480,"CARTHAGE, TN US",2016,36.2455,-85.945,-13.3
113,USC00401480,"CARTHAGE, TN US",2017,36.2455,-85.945,-13.9
114,USC00401480,"CARTHAGE, TN US",2018,36.2455,-85.945,-17.2
115,USC00401480,"CARTHAGE, TN US",2019,36.2455,-85.945,-8.9
7,USC00401640,"CHARLOTTE, TN US",2014,36.17222,-87.18056,-20.0
8,USC00401640,"CHARLOTTE, TN US",2015,36.17222,-87.18056,-18.9
10,USC00401720,"CHRISTIANA 5 W, TN US",2016,35.7047,-86.4869,-14.4
11,USC00401720,"CHRISTIANA 5 W, TN US",2017,35.7047,-86.4869,-17.8
